,IS2_file,S1_id,start_date,end_date,track,cycle
131,ATL10-02_20210314093148_12281001_005_01.h5,COPERNICUS/S2_SR/20210314T100059_20210314T100055_T26CNV,3/14/2021,3/15/2021,1228,10
132,ATL10-02_20211014135334_03381301_005_01.h5,COPERNICUS/S2_SR/20211014T125909_20211014T125905_T21DWH,10/14/2021,10/15/2021,338,13
133,ATL10-02_20211020111939_04281301_005_01.h5,COPERNICUS/S2_SR/20211020T100059_20211020T100056_T27CWU,10/20/2021,10/21/2021,428,13
134,ATL10-02_20211020111939_04281301_005_01.h5,COPERNICUS/S2_SR/20211020T100059_20211020T100056_T27CXV,10/20/2021,10/21/2021,428,13
135,ATL10-02_20211020111939_04281301_005_01.h5,COPERNICUS/S2_SR/20211020T100059_20211020T100056_T28CDD,10/20/2021,10/21/2021,428,13
136,ATL10-02_20211020111939_04281301_005_01.h5,COPERNICUS/S2_SR/20211020T100059_20211020T100056_T28CDE,10/20/2021,10/21/2021,428,13
137,ATL10-02_20211030132017_05821301_005_01.h5,COPERNICUS/S2_SR/20211030T131909_20211030T131910_T21DVJ,10/30/2021,10/31/2021,582,13
138,ATL10-02_20211103100324_06411301_005_01.h5,COPERNICUS/S2_SR/20211103T094019_20211103T094019_T28DFF,11/3/2021,11/4/2021,641,13
139,ATL10-02_20211103100324_06411301_005_01.h5,COPERNICUS/S2_SR/20211103T094019_20211103T094019_T28DFG,11/3/2021,11/4/2021,641,13
140,ATL10-02_20211103100324_06411301_005_01.h5,COPERNICUS/S2_SR/20211103T094019_20211103T094019_T29DMA,11/3/2021,11/4/2021,641,13
141,ATL10-02_20211103100324_06411301_005_01.h5,COPERNICUS/S2_SR/20211103T094019_20211103T094019_T29DMB,11/3/2021,11/4/2021,641,13
142,ATL10-02_20211103100324_06411301_005_01.h5,COPERNICUS/S2_SR/20211103T094019_20211103T094019_T29DMD,11/3/2021,11/4/2021,641,13
143,ATL10-02_20211109103803_07331301_005_01.h5,COPERNICUS/S2_SR/20211109T100059_20211109T100055_T27CWS,11/9/2021,11/10/2021,733,13
144,ATL10-02_20211110101224_07481301_005_01.h5,COPERNICUS/S2_SR/20211110T093009_20211110T093011_T27CXV,11/10/2021,11/11/2021,748,13
145,ATL10-02_20211110101224_07481301_005_01.h5,COPERNICUS/S2_SR/20211110T093009_20211110T093011_T28CDB,11/10/2021,11/11/2021,748,13
146,ATL10-02_20211110101224_07481301_005_01.h5,COPERNICUS/S2_SR/20211110T093009_20211110T093011_T28CDE,11/10/2021,11/11/2021,748,13
147,ATL10-02_20211110101224_07481301_005_01.h5,COPERNICUS/S2_SR/20211110T093009_20211110T093011_T28CEB,11/10/2021,11/11/2021,748,13
148,ATL10-02_20211114131242_08111301_005_01.h5,COPERNICUS/S2_SR/20211114T123149_20211114T123149_T20CMB,11/14/2021,11/15/2021,811,13
149,ATL10-02_20211114131242_08111301_005_01.h5,COPERNICUS/S2_SR/20211114T123149_20211114T123149_T20CNB,11/14/2021,11/15/2021,811,13
150,ATL10-02_20211115124700_08261301_005_01.h5,COPERNICUS/S2_SR/20211115T133939_20211115T133939_T20ENQ,11/15/2021,11/16/2021,826,13
151,ATL10-02_20211118113005_08711301_005_01.h5,COPERNICUS/S2_SR/20211118T103149_20211118T103151_T24CVB,11/18/2021,11/19/2021,871,13
152,ATL10-02_20211119110427_08861301_005_01.h5,COPERNICUS/S2_SR/20211119T100049_20211119T100052_T25CDP,11/19/2021,11/20/2021,886,13
153,ATL10-02_20211119110427_08861301_005_01.h5,COPERNICUS/S2_SR/20211119T100049_20211119T100052_T25CDQ,11/19/2021,11/20/2021,886,13
154,ATL10-02_20211119110427_08861301_005_01.h5,COPERNICUS/S2_SR/20211119T100049_20211119T100052_T25CEN,11/19/2021,11/20/2021,886,13
155,ATL10-02_20211121101306_09161301_005_01.h5,COPERNICUS/S2_SR/20211121T085949_20211121T090144_T27CVQ,11/21/2021,11/22/2021,916,13
156,ATL10-02_20211123105604_09471301_005_01.h5,COPERNICUS/S2_SR/20211123T094019_20211123T094148_T25CDN,11/23/2021,11/24/2021,947,13
